unitid,name,Web_address,city,state,control,Institutional Classification,Student Access and Earnings Classification,Research Activity Designation,Award Level Focus,Academic Mix,Graduate Academic Program Mix,Size,Campus Setting,Highest Degree Awarded,Community Engagement,Leadership for Public Purpose,best_guess_inventory_url,best_guess_inventory_reason,url_tag,alt_candidate_urls,any_control_found,struct_hits_union,>0_struct_hits_found,program_title_count,program_titles_found,pdf_hits,total_controls_found,controls_sufficiency,status,error_detail,college_vine_site,college_vine_url,college_vine_ctrl_status,college_vine_program_title_count,college_vine_program_titles_found,afri_matches,ethnic_matches,black_matches,race_matches,anthropology,math,linguistics,chem,architect,economics,psychology,sociology,history,english,political_science,philosophy,computer_science,engineering,physics,geology,statistics,neuroscience,nces_profile_xlsx_downloaded,nces_profile_xlsx_filename,nces_profile_xlsx_dir,nces_profile_xlsx_parse_ok,nces_profile_xlsx_error,tuition_fees_ug_2024_25,tuition_fees_grad_2024_25,enrollment_total,enrollment_men,enrollment_women,pct_American Indian or Alaska Native,pct_Asian,pct_Black or African American,pct_Hispanic,pct_Native Hawaiian or Other Pacific Islander,pct_White,pct_Two or more races,pct_Race/ethnicity unknown,pct_U.S. Nonresident
229018,The University of Texas Permian Basin,www.utpb.edu/,Odessa,Texas,Public,Mixed Undergraduate/Graduate-Master's Large/Medium,"Higher Access, Medium Earnings",Research Colleges and Universities,Undergraduate/Graduate-Master's,Mixed,Professions-focused,Medium,Residential,Master's,Not Classified,Not Classified,https://www.utpb.edu/academics/programs/,score=514;tier=inventory;hubSig=0;listingLinks=2;slugDiv=1;structHits=7;ctrlStructured=11;canonicalHub=1;flags=,exceptions_seen,https://www.utpb.edu/academics/programs|https://www.utpb.edu/academics/undergraduate-studies/undergraduate-programs|https://www.utpb.edu/academics/programs/index|https://www.utpb.edu/academics/programs/index|https://www.utpb.edu/academics/online-learning/online-programs,1,BA|BS|bachelor|degrees|majors|minors|programs,1,1,Blackstone LaunchPad,,11,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/the-university-of-texas-permian-basin/majors,cv_unresolved,0,,,Ethnic,BlackStone|Blackstone,,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,institution-profile-2026-03-06-13-21.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/229018/1772821305167,1,,,,5585,2206,3379,0.3,2.9,7.5,48.8,0.1,28.3,2.5,2.7,6.9
227368,The University of Texas Rio Grande Valley,www.utrgv.edu/,Edinburg,Texas,Public,Mixed Undergraduate/Graduate-Doctorate Large,"Opportunity Colleges and Universities-Higher Access, Higher Earnings",Research 2: High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Very Large,Primarily non-residential,Doctorate,Classified,Not Classified,https://www.utrgv.edu/programs/,score=941;tier=inventory;hubSig=5;listingLinks=360;slugDiv=179;structHits=6;ctrlStructured=14;canonicalHub=1;flags=,exceptions_seen,https://www.utrgv.edu/programs/index.htm|https://www.utrgv.edu/programs|https://www.utrgv.edu/undergraduate/majors|https://www.utrgv.edu/undergraduate/majors/|https://www.utrgv.edu/catalog,1,BA|BS|bachelor|degrees|majors|minors|programs,1,0,,,14,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/the-university-of-texas-rio-grande-valley/majors,cv_unresolved,0,,,ethnicity,,race,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,institution-profile-2026-03-06-13-21.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/227368/1772821308781,1,,,,33881,14150,19731,0.0,1.5,1.0,91.0,0.0,2.7,0.2,1.1,2.5
215105,University of the Arts,,Philadelphia,Pennsylvania,Private not-for-profit,"Special Focus: Arts, Music, and Design","Higher Access, Lower Earnings","Not classified, not in classification universe",Baccalaureate,"Special Focus: Arts, Music, and Design",Special Focus: Arts and Sciences,Small,Primarily residential,Master's,Not Classified,Not Classified,,,,,0,,0,0,,,0,,error_missing_web_address,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-06-13-21.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/215105/1772821312252,1,,,,,,,,,,,,,,,
138354,University of West Florida,uwf.edu/,Pensacola,Florida,Public,Mixed Undergraduate/Graduate-Doctorate Medium,"Higher Access, Medium Earnings",Research 2: High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Medium,Residential,Doctorate,Classified,Not Classified,https://uwf.edu/academic-affairs/departments/,score=424;tier=inventory;hubSig=2;listingLinks=22;slugDiv=11;structHits=1;ctrlStructured=1;canonicalHub=0;flags=,exceptions_seen,https://uwf.edu/catalog/20252026|https://uwf.edu/catalog|https://uwf.edu/catalog/|https://uwf.edu/catalog/2526|https://uwf.edu/campus-life/,1,bachelor|degrees|programs,1,0,,,2,warning_10_MajorsFound,ok,,1,https://www.collegevine.com/schools/hub/all/d/university-of-west-florida/majors,passed_ctrl_thresh,0,,,,,Race|race,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,institution-profile-2026-03-06-13-21.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/138354/1772821317148,1,,,,14822,5750,9072,0.4,3.4,11.1,14.2,0.2,56.7,5.2,4.9,3.9
126012,The Wright Institute,www.wi.edu/,Berkeley,California,Private not-for-profit,Special Focus: Graduate Studies,Not Classified,"Not classified, not in classification universe",Graduate-focused,Special Focus: Graduate Studies,Professions-focused,Small,Graduate-focused,Doctorate,Not Classified,Not Classified,https://www.wi.edu/news,score=84;tier=other;hubSig=0;listingLinks=0;slugDiv=0;structHits=4;ctrlStructured=1;canonicalHub=0;flags=,exceptions_seen,https://www.wi.edu/psyd-program-intervention-series|https://www.wi.edu/student-spotlight-sean-daugherty|https://www.wi.edu/alumni-spotlight-shonali-shome|https://www.wi.edu/news-faculty-spotlight-dr-kupers|https://www.wi.edu/alumni-spotlight-edna-olivares-gomez,1,BA|BS|bachelor|degrees|majors|minors|programs,1,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/the-wright-institute/majors,cv_unresolved,0,,Africa,,Black|Blacksburg,race|racial,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-06-13-22.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/126012/1772821320589,1,,,42350,518,112,406,0.0,14.1,4.1,14.1,0.0,55.2,6.6,0.2,5.8
486123,Theatre of Arts,www.toa.edu/,Hollywood,California,Private for-profit,"Special Focus: Arts, Music, and Design",Not Classified,"Not classified, not in classification universe",Associate,"Special Focus: Arts, Music, and Design",N/A,Very Small,"Mostly full-time, not residential",Associate,Not Classified,Not Classified,https://www.toa.edu/,score=44;tier=homepage;hubSig=0;listingLinks=0;slugDiv=0;structHits=0;ctrlStructured=1;canonicalHub=0;flags=,exceptions_seen,,1,,0,0,,,1,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/theatre-of-arts/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-06-13-22.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/486123/1772821324259,1,,21830,,10,4,6,0.0,40.0,0.0,10.0,0.0,0.0,10.0,20.0,20.0
216348,Theological Seminary of the Reformed Episcopal Church,reseminary.edu/,Blue Bell,Pennsylvania,Private not-for-profit,Special Focus: Theological Studies,Not Classified,"Not classified, not in classification universe",Graduate-focused,Special Focus:  Theological Studies,Special Focus:  Theological Studies,Very Small,Graduate-focused,Master's,Not Classified,Not Classified,https://reseminary.edu/course-catalogue.html,score=154;tier=catalog;hubSig=0;listingLinks=0;slugDiv=0;structHits=2;ctrlStructured=1;canonicalHub=0;flags=,403_forbidden_seen,https://reseminary.edu/uploads/3/0/3/3/3033231/2024-25_res_course_catalogue.pdf|https://reseminary.edu/dod--veteran-affairs.html|https://reseminary.edu/faqs.html|https://reseminary.edu/|https://reseminary.edu/statement-of-faith.html,1,BA|BS|bachelor|degrees|majors|programs,1,0,,,2,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/theological-seminary-of-the-reformed-episcopal-church/majors,cv_unresolved,0,,African,ethnic,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-06-13-22.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/216348/1772821327744,1,,,14350,12,10,2,0.0,0.0,8.3,0.0,0.0,83.3,0.0,0.0,8.3
216357,Thiel College,www.thiel.edu/,Greenville,Pennsylvania,Private not-for-profit,Professions-focused Baccalaureate Small,"Higher Access, Medium Earnings","Not classified, not in classification universe",Baccalaureate,Professions-focused,Special Focus: Business,Small,Highly residential,Bachelor's,Not Classified,Not Classified,https://www.thiel.edu/academics/majors/,score=420;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=2;ctrlStructured=0;canonicalHub=1;flags=,exceptions_seen,https://www.thiel.edu/academics/programs|https://www.thiel.edu/academics/majors-minors|https://www.thiel.edu/academics/programs/|https://www.thiel.edu/academics/majors-minors/|https://www.thiel.edu/academics/majors,0,degrees|programs,1,0,,,0,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/thiel-college/majors,cv_unresolved,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-06-13-22.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/216357/1772821331201,1,,38344,33158,950,466,484,0.1,1.3,10.3,4.3,0.0,77.7,4.0,1.4,0.9
124292,Thomas Aquinas College,thomasaquinas.edu/,Santa Paula,California,Private not-for-profit,Special Focus: Arts and Sciences,"Lower Access, Medium Earnings","Not classified, not in classification universe",Baccalaureate,Special Focus: Arts and Sciences,N/A,Very Small,Highly residential,Bachelor's,Not Classified,Not Classified,https://thomasaquinas.edu/admissions,score=94;tier=other;hubSig=0;listingLinks=0;slugDiv=0;structHits=5;ctrlStructured=1;canonicalHub=0;flags=,exceptions_seen,https://thomasaquinas.edu/academic-program|https://thomasaquinas.edu/a-liberating-education|https://thomasaquinas.edu/academic-program/liberating-education|https://thomasaquinas.edu/about|https://thomasaquinas.edu/reviews,1,bachelor|degrees|majors|minors|programs,1,0,,,3,warning_10_MajorsFound,ok,,1,https://www.collegevine.com/schools/hub/all/d/thomas-aquinas-college/majors,failed_ctrl_thresh,0,,,,,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,institution-profile-2026-03-06-13-22.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/124292/1772821334686,1,,30200,,566,280,286,0.0,1.8,0.0,19.6,0.0,63.8,4.9,3.2,6.7
161563,Thomas College,www.thomas.edu/,Waterville,Maine,Private not-for-profit,Professions-focused Undergraduate/Graduate-Master's Small,"Higher Access, Lower Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Master's,Professions-focused,Special Focus: Business,Small,Highly residential,Master's,Not Classified,Not Classified,https://www.thomas.edu/programs/,score=766;tier=inventory;hubSig=5;listingLinks=53;slugDiv=51;structHits=6;ctrlStructured=4;canonicalHub=1;flags=grad,429_rate_limited_seen,https://www.thomas.edu/academics/programs/|https://www.thomas.edu/programs|https://www.thomas.edu/academics/programs|https://www.thomas.edu/programs/program-levels-undergraduate/|https://www.thomas.edu/programs/program-levels-graduate/,1,BA|BS|degrees|majors|minors|programs,1,0,,,6,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/thomas-college/majors,cv_unresolved,0,,,,,,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,institution-profile-2026-03-06-13-22.xlsx,/var/folders/0_/vt5npj3x5wq9q_4bzlj28tqw0000gn/T/nces_ipeds_profile_downloads/161563/1772821338176,1,,31824,31824,1635,744,891,0.6,1.2,3.2,1.0,0.1,77.5,5.0,8.4,2.9
